Class,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GyroMeanX,GyroMeanY,GyroMeanZ,AccMeanX,AccMeanY,AccMeanZ
1,-5.694656488549619,4.778625954198472,-0.015267175572519082,0.465087890625,-0.1669921875,-0.8388671875,-0.4564885496183206,4.363664122137405,0.37190839694656475,0.3514453125,-0.16224609375,-0.9583203125
1,1.916030534351145,4.374045801526719,-0.5267175572519084,0.257568359375,-0.132568359375,-0.9482421875,-0.34290076335877856,4.390839694656489,0.3178625954198472,0.355244140625,-0.16408203125,-0.957470703125
1,2.618320610687023,8.229007633587786,-1.312977099236641,0.0791015625,-0.00537109375,-0.870361328125,-0.2018320610687022,4.538625954198475,0.23206106870228993,0.351376953125,-0.1602734375,-0.9517578125
1,-0.5954198473282443,4.2824427480916025,0.8625954198473282,0.18212890625,-0.104248046875,-0.986572265625,-0.2570992366412213,4.55114503816794,0.24305343511450367,0.345751953125,-0.158828125,-0.954755859375
1,-0.7557251908396947,4.503816793893129,0.9541984732824428,0.222412109375,-0.087158203125,-0.990234375,-0.30076335877862587,4.548702290076336,0.29129770992366394,0.335439453125,-0.1532421875,-0.95689453125
1,0.4961832061068702,8.717557251908397,1.030534351145038,0.5126953125,-0.194580078125,-0.825927734375,-0.4149618320610686,4.789618320610688,0.3367938931297708,0.33890625,-0.150869140625,-0.951923828125
1,-0.06870229007633588,2.870229007633588,1.931297709923664,0.456298828125,-0.17919921875,-0.9375,-0.35755725190839693,4.777099236641222,0.4803053435114502,0.341806640625,-0.152373046875,-0.95263671875
1,-2.4885496183206106,6.648854961832062,1.045801526717557,0.556396484375,-0.1875,-0.981689453125,-0.5114503816793892,4.694045801526718,0.5599999999999998,0.34787109375,-0.149580078125,-0.95740234375
1,-0.2290076335877863,6.679389312977098,-0.7557251908396947,0.380615234375,-0.243408203125,-1.003173828125,-0.4772519083969465,4.796946564885496,0.5548091603053433,0.34921875,-0.155068359375,-0.95873046875
1,-0.5725190839694656,4.908396946564887,0.916030534351145,0.455078125,-0.2421875,-0.96484375,-0.5022900763358777,4.789923664122138,0.6803053435114503,0.356357421875,-0.154453125,-0.9569921875
1,1.580152671755725,0.648854961832061,-2.4656488549618323,0.291748046875,-0.375244140625,-1.12451171875,-0.39480916030534347,4.669618320610687,0.5505343511450381,0.361669921875,-0.165,-0.963115234375
1,1.053435114503817,7.091603053435112,1.0610687022900758,0.242431640625,0.08056640625,-0.81005859375,-0.3129770992366412,4.821068702290076,0.5651908396946564,0.36427734375,-0.157763671875,-0.9554296875
1,-0.4045801526717557,4.068702290076335,0.9770992366412212,0.15869140625,-0.087890625,-1.02099609375,-0.2955725190839695,4.834809160305343,0.5746564885496181,0.36337890625,-0.1574609375,-0.957060546875
1,-0.4045801526717557,4.229007633587786,0.900763358778626,0.156494140625,-0.088134765625,-0.9853515625,-0.3065648854961832,4.8406106870229,0.5755725190839693,0.3573828125,-0.154560546875,-0.958603515625
1,2.50381679389313,4.496183206106871,1.4732824427480915,0.393798828125,-0.135009765625,-0.942138671875,-0.15206106870229003,4.797862595419847,0.626564885496183,0.352646484375,-0.1525,-0.957177734375
1,-3.33587786259542,4.290076335877862,0.9847328244274808,0.4921875,-0.070068359375,-0.82470703125,-0.3367938931297709,4.953282442748091,0.6180152671755724,0.34923828125,-0.143408203125,-0.955732421875
1,-3.1908396946564888,3.4656488549618323,-1.3587786259541987,0.489501953125,-0.2744140625,-1.021484375,-0.4549618320610687,5.0625954198473275,0.505648854961832,0.354931640625,-0.151484375,-0.954501953125
1,-4.946564885496184,10.65648854961832,-0.2824427480916031,0.381103515625,-0.047119140625,-1.126220703125,-0.6189312977099237,5.4076335877862585,0.4665648854961831,0.350556640625,-0.148984375,-0.960908203125
