Class,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroMinX,GyroMinY,GyroMinZ,GyroMaxX,GyroMaxY,GyroMaxZ,GyroStdX,GyroStdY,GyroStdZ,AccMeanX,AccMeanY,AccMeanZ,AccMinX,AccMinY,AccMinZ,AccMaxX,AccMaxY,AccMaxZ,AccStdX,AccStdY,AccStdZ
1,-0.5877862595419847,5.366412213740458,1.8778625954198471,0.3564453125,-0.18603515625,-1.053466796875,-0.13994910941475822,4.1323155216285,0.4056706652126499,-1.5038167938931295,0.4045801526717557,-2.221374045801527,3.3511450381679397,8.725190839694656,1.946564885496183,1.2272956008126095,1.9941078250457833,1.0585292411029865,0.3264741443452381,-0.15676153273809523,-0.9622860863095238,0.15576171875,-0.29736328125,-1.053466796875,0.577392578125,-0.0654296875,-0.851318359375,0.1354864970963,0.0737417818098068,0.05701457885424411
1,-0.3893129770992366,2.5267175572519083,0.3816793893129771,0.516845703125,-0.183349609375,-0.808349609375,-0.11450381679389307,4.076699382042895,0.3845874227553616,-1.5038167938931295,0.4045801526717557,-2.221374045801527,3.3511450381679397,8.725190839694656,1.946564885496183,1.2157192568922233,2.023002267639865,1.0541718747590398,0.3433430989583333,-0.16136532738095238,-0.9546130952380952,0.15576171875,-0.29736328125,-1.053466796875,0.577392578125,-0.0654296875,-0.808349609375,0.1361142627952357,0.07214776717549332,0.06611411539616635
1,1.3206106870229009,9.213740458015268,1.83206106870229,0.6435546875,-0.2158203125,-1.069580078125,-0.008360596146855623,4.299527444565614,0.43220647037440924,-1.5038167938931295,0.4045801526717557,-2.221374045801527,3.3511450381679397,9.213740458015268,1.946564885496183,1.2400032161261416,2.3128749439082865,1.0971074485877532,0.36561802455357145,-0.16685267857142858,-0.9572986421130952,0.15576171875,-0.29736328125,-1.069580078125,0.6435546875,-0.0654296875,-0.808349609375,0.14528803406998872,0.07167457214848187,0.06966239069546873
1,-3.709923664122138,5.793893129770992,-1.419847328244275,0.3046875,-0.197998046875,-1.033203125,-0.2224645583424209,4.386404943656853,0.3366048709560159,-3.709923664122138,0.4045801526717557,-2.221374045801527,3.3511450381679397,9.213740458015268,1.946564885496183,1.4638930436195325,2.3340254544294443,1.1680509469855458,0.3647577194940476,-0.16959635416666666,-0.9630882626488095,0.15576171875,-0.29736328125,-1.069580078125,0.6435546875,-0.0654296875,-0.808349609375,0.14560767672794087,0.07171334594667347,0.07072061644991832
1,-5.694656488549619,4.778625954198472,-0.015267175572519082,0.465087890625,-0.1669921875,-0.8388671875,-0.5096328607778988,4.396583060705199,0.3478735005452562,-5.694656488549619,0.4045801526717557,-2.221374045801527,3.3511450381679397,9.213740458015268,1.946564885496183,1.8809707176450416,2.3353083626854505,1.163220953719417,0.36403692336309523,-0.166748046875,-0.9584263392857143,0.15576171875,-0.29736328125,-1.069580078125,0.6435546875,-0.0654296875,-0.808349609375,0.1450438796596131,0.07050513265066083,0.07560086136418773
1,1.916030534351145,4.374045801526719,-0.5267175572519084,0.257568359375,-0.132568359375,-0.9482421875,-0.5779716466739366,4.476553980370776,0.3278807706288622,-5.694656488549619,0.4045801526717557,-2.221374045801527,1.916030534351145,9.213740458015268,1.946564885496183,1.7555793880002941,2.3026392958926363,1.1749762446111323,0.3560151599702381,-0.16097005208333334,-0.9583333333333334,0.15576171875,-0.29736328125,-1.069580078125,0.6435546875,-0.0654296875,-0.808349609375,0.1460986316041158,0.06793014189860838,0.07561269413052918
1,2.618320610687023,8.229007633587786,-1.312977099236641,0.0791015625,-0.00537109375,-0.870361328125,-0.38167938931297696,4.716830243547802,0.3442384587422755,-5.694656488549619,0.4045801526717557,-2.221374045801527,2.618320610687023,9.213740458015268,1.946564885496183,1.8733810484384772,2.4211436130665547,1.1480517715852832,0.34150623139880953,-0.15448288690476192,-0.9559849330357143,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.1578583644853785,0.07590857377788252,0.07761269032187061
1,-0.5954198473282443,4.2824427480916025,0.8625954198473282,0.18212890625,-0.104248046875,-0.986572265625,-0.47473645946928383,4.505270810614323,0.4303889494729189,-5.694656488549619,0.4045801526717557,-2.221374045801527,2.618320610687023,9.213740458015268,1.946564885496183,1.830652478612833,2.240765053083427,1.1137126654194807,0.33090355282738093,-0.14719354538690477,-0.9618908110119048,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.16084486649417337,0.07282637111030418,0.07481557521865037
1,-0.7557251908396947,4.503816793893129,0.9541984732824428,0.222412109375,-0.087158203125,-0.990234375,-0.4591057797164667,4.524173027989822,0.5056343147946201,-5.694656488549619,0.4045801526717557,-2.221374045801527,2.618320610687023,9.213740458015268,1.946564885496183,1.8265873792297003,2.238909738945316,1.0919417207041233,0.32497442336309523,-0.14628673735119047,-0.9628557477678571,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.16251106416672825,0.07347795788506685,0.07505528819048524
1,0.4961832061068702,8.717557251908397,1.030534351145038,0.5126953125,-0.194580078125,-0.825927734375,-0.4380225372591784,4.697201017811706,0.6604870956015993,-5.694656488549619,0.4045801526717557,-1.419847328244275,2.618320610687023,9.213740458015268,1.946564885496183,1.8353333946731447,2.4176095961732456,0.8995029966455995,0.33621651785714285,-0.14328729538690477,-0.9541713169642857,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.1670992196733,0.06990705385295498,0.07992688827442078
1,-0.06870229007633588,2.870229007633588,1.931297709923664,0.456298828125,-0.17919921875,-0.9375,-0.3885859687386405,4.659760087241004,0.7153762268266084,-5.694656488549619,0.4045801526717557,-1.419847328244275,2.618320610687023,9.213740458015268,1.946564885496183,1.830391899864919,2.4405125402851175,0.9412716530256279,0.35037667410714285,-0.14650762648809523,-0.9525553385416666,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.16389379066180287,0.06993066763388223,0.07990343842665305
1,-2.4885496183206106,6.648854961832062,1.045801526717557,0.556396484375,-0.1875,-0.981689453125,-0.45983278807706285,4.818974918211559,0.7320974191203198,-5.694656488549619,0.4045801526717557,-1.419847328244275,2.618320610687023,9.213740458015268,1.946564885496183,1.8834196074279637,2.456743237852765,0.9440001722282557,0.36843145461309523,-0.15065801711309523,-0.9515787760416666,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.16474950373770772,0.06963954185214834,0.07939006171914782
