Class,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroMinX,GyroMinY,GyroMinZ,GyroMaxX,GyroMaxY,GyroMaxZ,GyroStdX,GyroStdY,GyroStdZ,AccMeanX,AccMeanY,AccMeanZ,AccMinX,AccMinY,AccMinZ,AccMaxX,AccMaxY,AccMaxZ,AccStdX,AccStdY,AccStdZ
1,-0.7480916030534351,4.374045801526719,0.8091603053435115,0.15576171875,-0.082275390625,-0.987548828125,-0.1175572519083969,4.070610687022901,0.33206106870229,-1.5038167938931295,0.4045801526717557,-2.221374045801527,3.3511450381679397,8.725190839694656,1.946564885496183,1.2547699268411487,2.025237815540641,1.0294087866871562,0.3249755859375,-0.1552978515625,-0.95772705078125,0.15576171875,-0.29736328125,-1.05224609375,0.577392578125,-0.0654296875,-0.851318359375,0.13882754038960582,0.0753438487708573,0.054426979552206614
1,-0.5877862595419847,5.366412213740458,1.8778625954198471,0.3564453125,-0.18603515625,-1.053466796875,-0.1007633587786259,4.1541984732824435,0.38473282442748086,-1.5038167938931295,0.4045801526717557,-2.221374045801527,3.3511450381679397,8.725190839694656,1.946564885496183,1.245627513666452,2.0433228569567907,1.081557306829476,0.33466796875,-0.16026611328125,-0.96192626953125,0.15576171875,-0.29736328125,-1.053466796875,0.577392578125,-0.0654296875,-0.851318359375,0.1335612493814934,0.07384141331281673,0.05847125584002654
1,-0.3893129770992366,2.5267175572519083,0.3816793893129771,0.516845703125,-0.183349609375,-0.808349609375,-0.07480916030534344,4.053816793893131,0.36221374045801513,-1.5038167938931295,0.4045801526717557,-2.221374045801527,3.3511450381679397,8.725190839694656,1.946564885496183,1.2332602622616358,2.0727663450788527,1.0764298332830053,0.35172119140625,-0.164404296875,-0.9516845703125,0.15576171875,-0.29736328125,-1.053466796875,0.577392578125,-0.0654296875,-0.808349609375,0.13397977632899,0.07262997975396572,0.06641951862439165
1,1.3206106870229009,9.213740458015268,1.83206106870229,0.6435546875,-0.2158203125,-1.069580078125,-0.048091603053435045,4.316030534351146,0.4244274809160304,-1.5038167938931295,0.4045801526717557,-2.221374045801527,3.3511450381679397,9.213740458015268,1.946564885496183,1.2584277429007453,2.3716907392999094,1.1250141461238632,0.36776123046875,-0.16817626953125,-0.95958251953125,0.15576171875,-0.29736328125,-1.069580078125,0.6435546875,-0.0654296875,-0.808349609375,0.14872140284307017,0.07327277471749397,0.07066087028620596
1,-3.709923664122138,5.793893129770992,-1.419847328244275,0.3046875,-0.197998046875,-1.033203125,-0.25038167938931294,4.377480916030535,0.36603053435114485,-3.709923664122138,0.4045801526717557,-2.221374045801527,3.3511450381679397,9.213740458015268,1.946564885496183,1.4961762366495872,2.3942919881457527,1.1903824028493482,0.358984375,-0.16673583984375,-0.964404296875,0.15576171875,-0.29736328125,-1.069580078125,0.6435546875,-0.0654296875,-0.808349609375,0.1469035984745119,0.07233671704236215,0.0722935152022413
1,-5.694656488549619,4.778625954198472,-0.015267175572519082,0.465087890625,-0.1669921875,-0.8388671875,-0.7026717557251908,4.481679389312978,0.3706106870229006,-5.694656488549619,0.4045801526717557,-2.221374045801527,1.770992366412214,9.213740458015268,1.946564885496183,1.703095178113011,2.36233516514032,1.1886420445394632,0.3609375,-0.16239013671875,-0.958837890625,0.15576171875,-0.29736328125,-1.069580078125,0.6435546875,-0.0654296875,-0.808349609375,0.1480966686353869,0.06937430686658687,0.07754070831983678
1,1.916030534351145,4.374045801526719,-0.5267175572519084,0.257568359375,-0.132568359375,-0.9482421875,-0.5316793893129771,4.5412213740458025,0.42709923664122124,-5.694656488549619,0.4045801526717557,-2.221374045801527,1.916030534351145,9.213740458015268,1.946564885496183,1.787988152747883,2.342811720334485,1.1115843559843668,0.35462646484375,-0.1619384765625,-0.96026611328125,0.15576171875,-0.29736328125,-1.069580078125,0.6435546875,-0.0654296875,-0.808349609375,0.14975176723095412,0.06954596672217847,0.07704292111208302
1,2.618320610687023,8.229007633587786,-1.312977099236641,0.0791015625,-0.00537109375,-0.870361328125,-0.4687022900763358,4.516412213740459,0.4087786259541983,-5.694656488549619,0.4045801526717557,-2.221374045801527,2.618320610687023,9.213740458015268,1.946564885496183,1.877995533385695,2.298379583643539,1.1381188419037447,0.33834228515625,-0.1493408203125,-0.96065673828125,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.1612746645866403,0.07403309179981511,0.07653955736605518
1,-0.5954198473282443,4.2824427480916025,0.8625954198473282,0.18212890625,-0.104248046875,-0.986572265625,-0.4442748091603053,4.525190839694657,0.48320610687022886,-5.694656488549619,0.4045801526717557,-2.221374045801527,2.618320610687023,9.213740458015268,1.946564885496183,1.8727414024761253,2.297067939876991,1.1153348360538888,0.3301025390625,-0.1492431640625,-0.96148681640625,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.16498037201738927,0.07409425475329184,0.0767356559599812
1,-0.7557251908396947,4.503816793893129,0.9541984732824428,0.222412109375,-0.087158203125,-0.990234375,-0.48473282442748084,4.4961832061068705,0.6419847328244274,-5.694656488549619,0.4045801526717557,-1.419847328244275,2.618320610687023,9.213740458015268,1.946564885496183,1.87016177181722,2.2933002618461313,0.9187614975889604,0.327392578125,-0.14072265625,-0.96058349609375,0.0791015625,-0.29736328125,-1.069580078125,0.6435546875,-0.00537109375,-0.808349609375,0.16634475631271428,0.07070227664350914,0.07626043054992306
